delay;vin;lock_status;latitude;longitude;altitude;speed;battery_voltage;cabin_temperature;fuel_level
1380;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,428;15,00;98
1440;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,425;15,00;98
1500;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,422;15,00;98
1560;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,419;15,00;98
1620;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,416;15,00;98
1680;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,413;15,00;98
1740;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,41;15,00;98
1800;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,407;15,00;98
1860;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,403;15,00;98
1920;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,4;15,00;98
1980;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,397;15,00;98
2040;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,394;15,00;98
2100;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,391;15,00;98
2160;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,388;15,00;98
2220;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,385;15,00;98
2280;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,382;15,00;98
2340;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,379;15,00;98
2400;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,375;15,00;98
2460;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,372;15,00;98
2520;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,369;15,00;98
2580;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,366;15,00;98
2640;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,363;15,00;98
2700;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,36;15,00;98
2760;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,357;15,00;98
2820;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,354;15,00;98
2880;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,351;15,00;98
2940;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,347;15,00;98
3000;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,344;15,00;98
3060;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,341;15,00;98
3120;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,338;15,00;98
3180;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,335;15,00;98
3240;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,332;15,00;98
3300;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,329;15,00;98
3360;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,326;15,00;98
3420;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,323;15,00;98
3480;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,319;15,00;98
3540;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,316;15,00;98
3600;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,313;15,00;98
3660;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,31;15,00;98
3720;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,307;15,00;98
3780;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,304;15,00;98
3840;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,301;15,00;98
3900;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,298;15,00;98
3960;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,295;15,00;98
4020;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,291;15,00;98
4080;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,288;15,00;98
4140;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,285;15,00;98
4200;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,282;15,00;98
4260;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,279;15,00;98
4320;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,276;15,00;98
4380;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,273;15,00;98
4440;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,27;15,00;98
4500;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,267;15,00;98
4560;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,263;15,00;98
4620;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,26;15,00;98
4680;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,257;15,00;98
4740;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,254;15,00;98
4800;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,251;15,00;98
4860;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,248;15,00;98
4920;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,245;15,00;98
4980;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,242;15,00;98
5040;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,238;15,00;98
5100;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,235;15,00;98
5160;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,232;15,00;98
5220;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,229;15,00;98
5280;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,226;15,00;98
5340;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,223;15,00;98
5400;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,22;15,00;98
5460;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,217;15,00;98
5520;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,214;15,00;98
5580;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,21;15,00;98
5640;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,207;15,00;98
5700;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,204;15,00;98
5760;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,201;15,00;98
5820;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,198;15,00;98
5880;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,195;15,00;98
5940;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,192;15,00;98
6000;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,189;15,00;98
6060;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,186;15,00;98
6120;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,182;15,00;98
6180;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,179;15,00;98
6240;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,176;15,00;98
6300;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,173;15,00;98
6360;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,17;15,00;98
6420;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,167;15,00;98
6480;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,164;15,00;98
6540;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,161;15,00;98
6600;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,158;15,00;98
6660;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,154;15,00;98
6720;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,151;15,00;98
6780;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,148;15,00;98
6840;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,145;15,00;98
6900;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,142;15,00;98
6960;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,139;15,00;98
7020;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,136;15,00;98
7080;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,133;15,00;98
7140;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,13;15,00;98
7200;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,126;15,00;98
7260;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,123;15,00;98
7320;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,12;15,00;98
7380;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,117;15,00;98
7440;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,114;15,00;98
7500;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,111;15,00;98
7560;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,108;15,00;98
7620;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,105;15,00;98
7680;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,102;15,00;98
7740;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,098;15,00;98
7800;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,095;15,00;98
7860;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,092;15,00;98
7920;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,089;15,00;98
7980;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,086;15,00;98
8040;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,083;15,00;98
8100;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,08;15,00;98
8160;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,077;15,00;98
8220;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,073;15,00;98
8280;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,07;15,00;98
8340;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,067;15,00;98
8400;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,064;15,00;98
8460;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,061;15,00;98
8520;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,058;15,00;98
8580;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,055;15,00;98
8640;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,052;15,00;98
8700;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,049;15,00;98
8760;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,045;15,00;98
8820;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,042;15,00;98
8880;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,039;15,00;98
8940;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,036;15,00;98
9000;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,033;15,00;98
9060;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,03;15,00;98
9120;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,027;15,00;98
9180;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,024;15,00;98
9240;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,021;15,00;98
9300;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,017;15,00;98
9360;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,014;15,00;98
9420;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,011;15,00;98
9480;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,008;15,00;98
9540;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,005;15,00;98
9600;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;23,002;15,00;98
9660;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,999;15,00;98
9720;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,996;15,00;98
9780;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,993;15,00;98
9840;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,989;15,00;98
9900;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,986;15,00;98
9960;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,983;15,00;98
10020;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,98;15,00;98
10080;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,977;15,00;98
10140;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,974;15,00;98
10200;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,971;15,00;98
10260;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,968;15,00;98
10320;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,965;15,00;98
10380;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,961;15,00;98
10440;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,958;15,00;98
10500;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,955;15,00;98
10560;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,952;15,00;98
10620;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,949;15,00;98
10680;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,946;15,00;98
10740;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,943;16,00;98
10800;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,94;16,00;98
10860;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,937;16,00;98
10875;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,936;16,00;98
10890;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,935;16,00;98
10905;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,934;16,00;98
10920;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,933;16,00;98
10935;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,933;16,00;98
10950;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,932;16,00;98
10965;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,931;16,00;98
10980;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,93;16,00;98
10995;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,93;16,00;98
11010;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,929;16,00;98
11025;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,928;16,00;98
11040;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,927;16,00;98
11055;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,926;16,00;98
11070;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,926;16,00;98
11085;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,925;16,00;98
11100;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,924;16,00;98
11115;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,923;16,00;98
11130;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,922;16,00;98
11145;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,922;16,00;98
11160;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,921;16,00;98
11175;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,92;16,00;98
11190;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,919;16,00;98
11205;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,919;16,00;98
11220;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,918;16,00;98
11235;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,917;16,00;98
11250;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,916;16,00;98
11265;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,915;16,00;98
11280;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,915;16,00;98
11295;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,914;16,00;98
11355;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,911;16,00;98
11415;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,908;16,00;98
11475;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,905;16,00;98
11535;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,901;16,00;98
11595;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,898;16,00;98
11655;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,895;16,00;98
11715;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,892;16,00;98
11775;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,889;16,00;98
11835;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,886;16,00;98
11895;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,883;16,00;98
11955;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,88;16,00;98
12015;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,877;16,00;98
12075;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,873;16,00;98
12135;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,87;16,00;98
12195;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,867;16,00;98
12255;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,864;16,00;98
12315;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,861;16,00;98
12375;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,858;16,00;98
12435;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,855;16,00;98
12495;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,852;16,00;98
12555;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,849;16,00;98
12615;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,845;16,00;98
12675;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,842;16,00;98
12735;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,839;16,00;98
12795;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,836;16,00;98
12810;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,835;16,00;98
12825;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,835;16,00;98
12840;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,834;16,00;98
12855;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,833;16,00;98
12870;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,832;16,00;98
12885;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,831;16,00;98
12900;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,831;16,00;98
12915;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,83;16,00;98
12930;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,829;16,00;98
12945;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,828;16,00;98
12960;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,828;16,00;98
12975;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,827;16,00;98
12990;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,826;16,00;98
13005;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,825;16,00;98
13020;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,824;16,00;98
13035;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,824;16,00;98
13050;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,823;16,00;98
13065;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,822;16,00;98
13080;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,821;16,00;98
13095;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,821;16,00;98
13110;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,82;16,00;98
13125;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,819;16,00;98
13140;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,818;16,00;98
13155;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,817;16,00;98
13170;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,817;16,00;98
13185;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,816;16,00;98
13200;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,815;16,00;98
13215;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,814;16,00;98
13230;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,814;16,00;98
13290;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,81;16,00;98
13350;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,807;16,00;98
13410;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,804;16,00;98
13470;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,801;16,00;98
13530;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,798;16,00;98
13590;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,795;16,00;98
13650;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,792;16,00;98
13710;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,789;16,00;98
13770;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,786;16,00;98
13830;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,782;16,00;98
13890;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,779;16,00;98
13950;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,776;16,00;98
14010;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,773;16,00;98
14070;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,77;16,00;98
14130;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,767;16,00;98
14190;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,764;16,00;98
14250;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,761;16,00;98
14310;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,757;16,00;98
14370;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,754;16,00;98
14430;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,751;16,00;98
14490;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,748;16,00;98
14550;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,745;16,00;98
14610;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,742;16,00;98
14670;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,739;16,00;98
14730;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,736;16,00;98
14790;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,733;16,00;98
14850;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,729;16,00;98
14910;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,726;16,00;98
14970;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,723;16,00;98
15030;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,72;16,00;98
15090;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,717;16,00;98
15150;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,714;16,00;98
15210;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,711;16,00;98
15270;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,708;16,00;98
15330;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,705;16,00;98
15390;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,701;16,00;98
15450;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,698;16,00;98
15510;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,695;16,00;98
15570;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,692;16,00;98
15630;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,689;16,00;98
15690;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,686;16,00;98
15750;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,683;16,00;98
15810;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,68;16,00;98
15870;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,677;16,00;98
15930;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,673;16,00;98
15990;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,67;16,00;98
16050;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,667;16,00;98
16110;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,664;16,00;98
16170;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,661;16,00;98
16230;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,658;16,00;98
16290;YA-DRIVE-001;1;55.70329032;37.65472196;429.13;0;22,655;16,00;98
