device_id;datetime;latitude;longitude;altitude;speed;battery_voltage;cabin_temperature;fuel_level
;;55.70329032;37.65472196;429.13;0;23,385;15;98
;;55.70329032;37.65472196;429.13;0;23,382;15;98
;;55.70329032;37.65472196;429.13;0;23,379;15;98
;;55.70329032;37.65472196;429.13;0;23,375;15;98
;;55.70329032;37.65472196;429.13;0;23,372;15;98
;;55.70329032;37.65472196;429.13;0;23,369;15;98
;;55.70329032;37.65472196;429.13;0;23,366;15;98
;;55.70329032;37.65472196;429.13;0;23,363;15;98
;;55.70329032;37.65472196;429.13;0;23,36;15;98
;;55.70329032;37.65472196;429.13;0;23,357;15;98
;;55.70329032;37.65472196;429.13;0;23,354;15;98
;;55.70329032;37.65472196;429.13;0;23,351;15;98
;;55.70329032;37.65472196;429.13;0;23,347;15;98
;;55.70329032;37.65472196;429.13;0;23,344;15;98
;;55.70329032;37.65472196;429.13;0;23,341;15;98
;;55.70329032;37.65472196;429.13;0;23,338;15;98
;;55.70329032;37.65472196;429.13;0;23,335;15;98
;;55.70329032;37.65472196;429.13;0;23,332;15;98
;;55.70329032;37.65472196;429.13;0;23,329;15;98
;;55.70329032;37.65472196;429.13;0;23,326;15;98
;;55.70329032;37.65472196;429.13;0;23,323;15;98
;;55.70329032;37.65472196;429.13;0;23,319;15;98
;;55.70329032;37.65472196;429.13;0;23,316;15;98
;;55.70329032;37.65472196;429.13;0;23,313;15;98
;;55.70329032;37.65472196;429.13;0;23,31;15;98
;;55.70329032;37.65472196;429.13;0;23,307;15;98
;;55.70329032;37.65472196;429.13;0;23,304;15;98
;;55.70329032;37.65472196;429.13;0;23,301;15;98
;;55.70329032;37.65472196;429.13;0;23,298;15;98
;;55.70329032;37.65472196;429.13;0;23,295;15;98
;;55.70329032;37.65472196;429.13;0;23,291;15;98
;;55.70329032;37.65472196;429.13;0;23,288;15;98
;;55.70329032;37.65472196;429.13;0;23,285;15;98
;;55.70329032;37.65472196;429.13;0;23,282;15;98
;;55.70329032;37.65472196;429.13;0;23,279;15;98
;;55.70329032;37.65472196;429.13;0;23,276;15;98
;;55.70329032;37.65472196;429.13;0;23,273;15;98
;;55.70329032;37.65472196;429.13;0;23,27;15;98
;;55.70329032;37.65472196;429.13;0;23,267;15;98
;;55.70329032;37.65472196;429.13;0;23,263;15;98
;;55.70329032;37.65472196;429.13;0;23,26;15;98
;;55.70329032;37.65472196;429.13;0;23,257;15;98
;;55.70329032;37.65472196;429.13;0;23,254;15;98
;;55.70329032;37.65472196;429.13;0;23,251;15;98
;;55.70329032;37.65472196;429.13;0;23,248;15;98
;;55.70329032;37.65472196;429.13;0;23,245;15;98
;;55.70329032;37.65472196;429.13;0;23,242;15;98
;;55.70329032;37.65472196;429.13;0;23,238;15;98
;;55.70329032;37.65472196;429.13;0;23,235;15;98
;;55.70329032;37.65472196;429.13;0;23,232;15;98
;;55.70329032;37.65472196;429.13;0;23,229;15;98
;;55.70329032;37.65472196;429.13;0;23,226;15;98
;;55.70329032;37.65472196;429.13;0;23,223;15;98
;;55.70329032;37.65472196;429.13;0;23,22;15;98
;;55.70329032;37.65472196;429.13;0;23,217;15;98
;;55.70329032;37.65472196;429.13;0;23,214;15;98
;;55.70329032;37.65472196;429.13;0;23,21;15;98
;;55.70329032;37.65472196;429.13;0;23,207;15;98
;;55.70329032;37.65472196;429.13;0;23,204;15;98
;;55.70329032;37.65472196;429.13;0;23,201;15;98
;;55.70329032;37.65472196;429.13;0;23,198;15;98
;;55.70329032;37.65472196;429.13;0;23,195;15;98
;;55.70329032;37.65472196;429.13;0;23,192;15;98
;;55.70329032;37.65472196;429.13;0;23,189;15;98
;;55.70329032;37.65472196;429.13;0;23,186;15;98
;;55.70329032;37.65472196;429.13;0;23,182;15;98
;;55.70329032;37.65472196;429.13;0;23,179;15;98
;;55.70329032;37.65472196;429.13;0;23,176;15;98
;;55.70329032;37.65472196;429.13;0;23,173;15;98
;;55.70329032;37.65472196;429.13;0;23,17;15;98
;;55.70329032;37.65472196;429.13;0;23,167;15;98
;;55.70329032;37.65472196;429.13;0;23,164;15;98
;;55.70329032;37.65472196;429.13;0;23,161;15;98
;;55.70329032;37.65472196;429.13;0;23,158;15;98
;;55.70329032;37.65472196;429.13;0;23,154;15;98
;;55.70329032;37.65472196;429.13;0;23,151;15;98
;;55.70329032;37.65472196;429.13;0;23,148;15;98
;;55.70329032;37.65472196;429.13;0;23,145;15;98
;;55.70329032;37.65472196;429.13;0;23,142;15;98
;;55.70329032;37.65472196;429.13;0;23,139;15;98
;;55.70329032;37.65472196;429.13;0;23,136;15;98
;;55.70329032;37.65472196;429.13;0;23,133;15;98
;;55.70329032;37.65472196;429.13;0;23,13;15;98
;;55.70329032;37.65472196;429.13;0;23,126;15;98
;;55.70329032;37.65472196;429.13;0;23,123;15;98
;;55.70329032;37.65472196;429.13;0;23,12;15;98
;;55.70329032;37.65472196;429.13;0;23,117;15;98
;;55.70329032;37.65472196;429.13;0;23,114;15;98
;;55.70329032;37.65472196;429.13;0;23,111;15;98
;;55.70329032;37.65472196;429.13;0;23,108;15;98
;;55.70329032;37.65472196;429.13;0;23,105;15;98
;;55.70329032;37.65472196;429.13;0;23,102;15;98
;;55.70329032;37.65472196;429.13;0;23,098;15;98
;;55.70329032;37.65472196;429.13;0;23,095;15;98
;;55.70329032;37.65472196;429.13;0;23,092;15;98
;;55.70329032;37.65472196;429.13;0;23,089;15;98
;;55.70329032;37.65472196;429.13;0;23,086;15;98
;;55.70329032;37.65472196;429.13;0;23,083;15;98
;;55.70329032;37.65472196;429.13;0;23,08;15;98
;;55.70329032;37.65472196;429.13;0;23,077;15;98
;;55.70329032;37.65472196;429.13;0;23,073;15;98
;;55.70329032;37.65472196;429.13;0;23,07;15;98
;;55.70329032;37.65472196;429.13;0;23,067;15;98
;;55.70329032;37.65472196;429.13;0;23,064;15;98
;;55.70329032;37.65472196;429.13;0;23,061;15;98
;;55.70329032;37.65472196;429.13;0;23,058;15;98
;;55.70329032;37.65472196;429.13;0;23,055;15;98
;;55.70329032;37.65472196;429.13;0;23,052;15;98
;;55.70329032;37.65472196;429.13;0;23,049;15;98
;;55.70329032;37.65472196;429.13;0;23,045;15;98
;;55.70329032;37.65472196;429.13;0;23,042;15;98
;;55.70329032;37.65472196;429.13;0;23,039;15;98
;;55.70329032;37.65472196;429.13;0;23,036;15;98
;;55.70329032;37.65472196;429.13;0;23,033;15;98
;;55.70329032;37.65472196;429.13;0;23,03;15;98
;;55.70329032;37.65472196;429.13;0;23,027;15;98
;;55.70329032;37.65472196;429.13;0;23,024;15;98
;;55.70329032;37.65472196;429.13;0;23,021;15;98
;;55.70329032;37.65472196;429.13;0;23,017;15;98
;;55.70329032;37.65472196;429.13;0;23,014;15;98
;;55.70329032;37.65472196;429.13;0;23,011;15;98
;;55.70329032;37.65472196;429.13;0;23,008;15;98
;;55.70329032;37.65472196;429.13;0;23,005;15;98
;;55.70329032;37.65472196;429.13;0;23,002;15;98
;;55.70329032;37.65472196;429.13;0;22,999;15;98
;;55.70329032;37.65472196;429.13;0;22,996;15;98
;;55.70329032;37.65472196;429.13;0;22,993;15;98
;;55.70329032;37.65472196;429.13;0;22,989;15;98
;;55.70329032;37.65472196;429.13;0;22,986;15;98
;;55.70329032;37.65472196;429.13;0;22,983;15;98
;;55.70329032;37.65472196;429.13;0;22,98;15;98
;;55.70329032;37.65472196;429.13;0;22,977;15;98
;;55.70329032;37.65472196;429.13;0;22,974;15;98
;;55.70329032;37.65472196;429.13;0;22,971;15;98
;;55.70329032;37.65472196;429.13;0;22,968;15;98
;;55.70329032;37.65472196;429.13;0;22,965;15;98
;;55.70329032;37.65472196;429.13;0;22,961;15;98
;;55.70329032;37.65472196;429.13;0;22,958;15;98
;;55.70329032;37.65472196;429.13;0;22,955;15;98
;;55.70329032;37.65472196;429.13;0;22,952;15;98
;;55.70329032;37.65472196;429.13;0;22,949;15;98
;;55.70329032;37.65472196;429.13;0;22,946;15;98
;;55.70329032;37.65472196;429.13;0;22,943;16;98
;;55.70329032;37.65472196;429.13;0;22,94;16;98
;;55.70329032;37.65472196;429.13;0;22,937;16;98
;;55.70329032;37.65472196;429.13;0;22,936;16;98
;;55.70329032;37.65472196;429.13;0;22,935;16;98
;;55.70329032;37.65472196;429.13;0;22,934;16;98
;;55.70329032;37.65472196;429.13;0;22,933;16;98
;;55.70329032;37.65472196;429.13;0;22,933;16;98
;;55.70329032;37.65472196;429.13;0;22,932;16;98
;;55.70329032;37.65472196;429.13;0;22,931;16;98
;;55.70329032;37.65472196;429.13;0;22,93;16;98
;;55.70329032;37.65472196;429.13;0;22,93;16;98
;;55.70329032;37.65472196;429.13;0;22,929;16;98
;;55.70329032;37.65472196;429.13;0;22,928;16;98
;;55.70329032;37.65472196;429.13;0;22,927;16;98
;;55.70329032;37.65472196;429.13;0;22,926;16;98
;;55.70329032;37.65472196;429.13;0;22,926;16;98
;;55.70329032;37.65472196;429.13;0;22,925;16;98
;;55.70329032;37.65472196;429.13;0;22,924;16;98
;;55.70329032;37.65472196;429.13;0;22,923;16;98
;;55.70329032;37.65472196;429.13;0;22,922;16;98
;;55.70329032;37.65472196;429.13;0;22,922;16;98
;;55.70329032;37.65472196;429.13;0;22,921;16;98
;;55.70329032;37.65472196;429.13;0;22,92;16;98
;;55.70329032;37.65472196;429.13;0;22,919;16;98
;;55.70329032;37.65472196;429.13;0;22,919;16;98
;;55.70329032;37.65472196;429.13;0;22,918;16;98
;;55.70329032;37.65472196;429.13;0;22,917;16;98
;;55.70329032;37.65472196;429.13;0;22,916;16;98
;;55.70329032;37.65472196;429.13;0;22,915;16;98
;;55.70329032;37.65472196;429.13;0;22,915;16;98
;;55.70329032;37.65472196;429.13;0;22,914;16;98
;;55.70329032;37.65472196;429.13;0;22,911;16;98
;;55.70329032;37.65472196;429.13;0;22,908;16;98
;;55.70329032;37.65472196;429.13;0;22,905;16;98
;;55.70329032;37.65472196;429.13;0;22,901;16;98
;;55.70329032;37.65472196;429.13;0;22,898;16;98
;;55.70329032;37.65472196;429.13;0;22,895;16;98
;;55.70329032;37.65472196;429.13;0;22,892;16;98
;;55.70329032;37.65472196;429.13;0;22,889;16;98
;;55.70329032;37.65472196;429.13;0;22,886;16;98
;;55.70329032;37.65472196;429.13;0;22,883;16;98
;;55.70329032;37.65472196;429.13;0;22,88;16;98
;;55.70329032;37.65472196;429.13;0;22,877;16;98
;;55.70329032;37.65472196;429.13;0;22,873;16;98
;;55.70329032;37.65472196;429.13;0;22,87;16;98
;;55.70329032;37.65472196;429.13;0;22,867;16;98
;;55.70329032;37.65472196;429.13;0;22,864;16;98
;;55.70329032;37.65472196;429.13;0;22,861;16;98
;;55.70329032;37.65472196;429.13;0;22,858;16;98
;;55.70329032;37.65472196;429.13;0;22,855;16;98
;;55.70329032;37.65472196;429.13;0;22,852;16;98
;;55.70329032;37.65472196;429.13;0;22,849;16;98
;;55.70329032;37.65472196;429.13;0;22,845;16;98
;;55.70329032;37.65472196;429.13;0;22,842;16;98
;;55.70329032;37.65472196;429.13;0;22,839;16;98
;;55.70329032;37.65472196;429.13;0;22,836;16;98
;;55.70329032;37.65472196;429.13;0;22,835;16;98
;;55.70329032;37.65472196;429.13;0;22,835;16;98
;;55.70329032;37.65472196;429.13;0;22,834;16;98
;;55.70329032;37.65472196;429.13;0;22,833;16;98
;;55.70329032;37.65472196;429.13;0;22,832;16;98
;;55.70329032;37.65472196;429.13;0;22,831;16;98
;;55.70329032;37.65472196;429.13;0;22,831;16;98
;;55.70329032;37.65472196;429.13;0;22,83;16;98
;;55.70329032;37.65472196;429.13;0;22,829;16;98
;;55.70329032;37.65472196;429.13;0;22,828;16;98
;;55.70329032;37.65472196;429.13;0;22,828;16;98
;;55.70329032;37.65472196;429.13;0;22,827;16;98
;;55.70329032;37.65472196;429.13;0;22,826;16;98
;;55.70329032;37.65472196;429.13;0;22,825;16;98
;;55.70329032;37.65472196;429.13;0;22,824;16;98
;;55.70329032;37.65472196;429.13;0;22,824;16;98
;;55.70329032;37.65472196;429.13;0;22,823;16;98
;;55.70329032;37.65472196;429.13;0;22,822;16;98
;;55.70329032;37.65472196;429.13;0;22,821;16;98
;;55.70329032;37.65472196;429.13;0;22,821;16;98
;;55.70329032;37.65472196;429.13;0;22,82;16;98
;;55.70329032;37.65472196;429.13;0;22,819;16;98
;;55.70329032;37.65472196;429.13;0;22,818;16;98
;;55.70329032;37.65472196;429.13;0;22,817;16;98
;;55.70329032;37.65472196;429.13;0;22,817;16;98
;;55.70329032;37.65472196;429.13;0;22,816;16;98
;;55.70329032;37.65472196;429.13;0;22,815;16;98
;;55.70329032;37.65472196;429.13;0;22,814;16;98
;;55.70329032;37.65472196;429.13;0;22,814;16;98
;;55.70329032;37.65472196;429.13;0;22,81;16;98
;;55.70329032;37.65472196;429.13;0;22,807;16;98
;;55.70329032;37.65472196;429.13;0;22,804;16;98
;;55.70329032;37.65472196;429.13;0;22,801;16;98
;;55.70329032;37.65472196;429.13;0;22,798;16;98
;;55.70329032;37.65472196;429.13;0;22,795;16;98
;;55.70329032;37.65472196;429.13;0;22,792;16;98
;;55.70329032;37.65472196;429.13;0;22,789;16;98
;;55.70329032;37.65472196;429.13;0;22,786;16;98
;;55.70329032;37.65472196;429.13;0;22,782;16;98
;;55.70329032;37.65472196;429.13;0;22,779;16;98
;;55.70329032;37.65472196;429.13;0;22,776;16;98
;;55.70329032;37.65472196;429.13;0;22,773;16;98
;;55.70329032;37.65472196;429.13;0;22,77;16;98
;;55.70329032;37.65472196;429.13;0;22,767;16;98
;;55.70329032;37.65472196;429.13;0;22,764;16;98
;;55.70329032;37.65472196;429.13;0;22,761;16;98
;;55.70329032;37.65472196;429.13;0;22,757;16;98
;;55.70329032;37.65472196;429.13;0;22,754;16;98
;;55.70329032;37.65472196;429.13;0;22,751;16;98
;;55.70329032;37.65472196;429.13;0;22,748;16;98
;;55.70329032;37.65472196;429.13;0;22,745;16;98
;;55.70329032;37.65472196;429.13;0;22,742;16;98
;;55.70329032;37.65472196;429.13;0;22,739;16;98
;;55.70329032;37.65472196;429.13;0;22,736;16;98
;;55.70329032;37.65472196;429.13;0;22,733;16;98
;;55.70329032;37.65472196;429.13;0;22,729;16;98
;;55.70329032;37.65472196;429.13;0;22,726;16;98
;;55.70329032;37.65472196;429.13;0;22,723;16;98
;;55.70329032;37.65472196;429.13;0;22,72;16;98
;;55.70329032;37.65472196;429.13;0;22,717;16;98
;;55.70329032;37.65472196;429.13;0;22,714;16;98
;;55.70329032;37.65472196;429.13;0;22,711;16;98
;;55.70329032;37.65472196;429.13;0;22,708;16;98
;;55.70329032;37.65472196;429.13;0;22,705;16;98
;;55.70329032;37.65472196;429.13;0;22,701;16;98
;;55.70329032;37.65472196;429.13;0;22,698;16;98
;;55.70329032;37.65472196;429.13;0;22,695;16;98
;;55.70329032;37.65472196;429.13;0;22,692;16;98
;;55.70329032;37.65472196;429.13;0;22,689;16;98
;;55.70329032;37.65472196;429.13;0;22,686;16;98
;;55.70329032;37.65472196;429.13;0;22,683;16;98
;;55.70329032;37.65472196;429.13;0;22,68;16;98
;;55.70329032;37.65472196;429.13;0;22,677;16;98
;;55.70329032;37.65472196;429.13;0;22,673;16;98
;;55.70329032;37.65472196;429.13;0;22,67;16;98
;;55.70329032;37.65472196;429.13;0;22,667;16;98
;;55.70329032;37.65472196;429.13;0;22,664;16;98
;;55.70329032;37.65472196;429.13;0;22,661;16;98
;;55.70329032;37.65472196;429.13;0;22,658;16;98
;;55.70329032;37.65472196;429.13;0;22,655;16;98
;;55.70329032;37.65472196;429.13;0;22,652;16;98
;;55.70329032;37.65472196;429.13;0;22,649;16;98
;;55.70329032;37.65472196;429.13;0;22,645;16;98
;;55.70329032;37.65472196;429.13;0;22,642;16;98
;;55.70329032;37.65472196;429.13;0;22,639;16;98
;;55.70329032;37.65472196;429.13;0;22,636;16;98
;;55.70329032;37.65472196;429.13;0;22,633;16;98
;;55.70329032;37.65472196;429.13;0;22,63;16;98
;;55.70329032;37.65472196;429.13;0;22,627;16;98
;;55.70329032;37.65472196;429.13;0;22,624;16;98
;;55.70329032;37.65472196;429.13;0;22,621;16;98
;;55.70329032;37.65472196;429.13;0;22,617;16;98
;;55.70329032;37.65472196;429.13;0;22,614;16;98
;;55.70329032;37.65472196;429.13;0;22,611;16;98
;;55.70329032;37.65472196;429.13;0;22,608;16;98
;;55.70329032;37.65472196;429.13;0;22,605;16;98
;;55.70329032;37.65472196;429.13;0;22,602;16;98
;;55.70329032;37.65472196;429.13;0;22,599;16;98
;;55.70329032;37.65472196;429.13;0;22,596;16;98
;;55.70329032;37.65472196;429.13;0;22,592;16;98
;;55.70329032;37.65472196;429.13;0;22,589;16;98
;;55.70329032;37.65472196;429.13;0;22,586;16;98
;;55.70329032;37.65472196;429.13;0;22,583;16;98
;;55.70329032;37.65472196;429.13;0;22,58;16;98
;;55.70329032;37.65472196;429.13;0;22,577;16;98
;;55.70329032;37.65472196;429.13;0;22,574;16;98
;;55.70329032;37.65472196;429.13;0;22,571;16;98
;;55.70329032;37.65472196;429.13;0;22,568;16;98
;;55.70329032;37.65472196;429.13;0;22,564;16;98
;;55.70329032;37.65472196;429.13;0;22,561;16;98
;;55.70329032;37.65472196;429.13;0;22,558;16;98
;;55.70329032;37.65472196;429.13;0;22,555;16;98
;;55.70329032;37.65472196;429.13;0;22,552;16;98
;;55.70329032;37.65472196;429.13;0;22,549;16;98
;;55.70329032;37.65472196;429.13;0;22,546;16;98
;;55.70329032;37.65472196;429.13;0;22,543;16;98
;;55.70329032;37.65472196;429.13;0;22,54;16;98
;;55.70329032;37.65472196;429.13;0;22,536;16;98
;;55.70329032;37.65472196;429.13;0;22,533;16;98
;;55.70329032;37.65472196;429.13;0;22,53;16;98
;;55.70329032;37.65472196;429.13;0;22,527;16;98
;;55.70329032;37.65472196;429.13;0;22,524;17;98
;;55.70329032;37.65472196;429.13;0;22,521;17;98
;;55.70329032;37.65472196;429.13;0;22,518;17;98
;;55.70329032;37.65472196;429.13;0;22,515;17;98
;;55.70329032;37.65472196;429.13;0;22,512;17;98
;;55.70329032;37.65472196;429.13;0;22,508;17;98
;;55.70329032;37.65472196;429.13;0;22,505;17;98
;;55.70329032;37.65472196;429.13;0;22,502;17;98
;;55.70329032;37.65472196;429.13;0;22,499;17;98
;;55.70329032;37.65472196;429.13;0;22,496;17;98
;;55.70329032;37.65472196;429.13;0;22,493;17;98
;;55.70329032;37.65472196;429.13;0;24,043;17;98
;;55.70329032;37.65472196;429.13;0;24,048;17;98
;;55.70329032;37.65472196;429.13;0;24,022;16;98
;;55.70329032;37.65472196;429.13;0;24,046;16;98
;;55.70329032;37.65472196;429.13;0;24,091;16;98
;;55.70329032;37.65472196;429.13;0;24,046;15;98
;;55.70329032;37.65472196;429.13;0;24,022;15;98
;;55.70329032;37.65472196;429.13;0;24,045;15;98
;;55.70329032;37.65472196;429.13;0;24,047;15;98
;;55.70329032;37.65472196;429.13;0;24,074;14;98
;;55.70329032;37.65472196;429.13;0;24,003;14;98
;;55.70329032;37.65472196;429.13;0;24,012;14;98
;;55.70329032;37.65472196;429.13;0;24,074;13;98
;;55.70329032;37.65472196;429.13;0;24,031;13;98
;;55.70329032;37.65472196;429.13;0;24,093;13;98
;;55.70329032;37.65472196;429.13;0;24,048;13;98
;;55.70329032;37.65472196;429.13;0;24,019;12;98
;;55.70329032;37.65472196;429.13;0;24,068;12;98
;;55.70329032;37.65472196;429.13;0;24,01;12;98
;;55.70329032;37.65472196;429.13;0;24,088;11;98
;;55.70329032;37.65472196;429.13;0;24,033;11;98
;;55.70329032;37.65472196;429.13;0;24,078;11;98
;;55.70329032;37.65472196;429.13;0;24,014;10;98
;;55.70329032;37.65472196;429.13;0;24,043;10;98
;;55.70329032;37.65472196;429.13;0;24,093;10;98
;;55.70329032;37.65472196;429.13;0;24,03;10;98
;;55.70329032;37.65472196;429.13;0;24,054;9;98
;;55.70329032;37.65472196;429.13;0;24,094;9;98
;;55.70329032;37.65472196;429.13;0;24,076;9;98
;;55.70329032;37.65472196;429.13;0;24,092;8;98
;;55.70329032;37.65472196;429.13;0;24,06;8;98
;;55.70329032;37.65472196;429.13;0;24,083;8;98
;;55.70329032;37.65472196;429.13;0;24,022;8;98
;;55.70329032;37.65472196;429.13;0;24,098;7;98
;;55.70329032;37.65472196;429.13;0;24,052;7;98
;;55.70329032;37.65472196;429.13;0;24,079;7;98
;;55.70329032;37.65472196;429.13;0;24,077;6;98
;;55.70329032;37.65472196;429.13;0;24,077;6;98
;;55.70329032;37.65472196;429.13;0;24,098;6;98
;;55.70329032;37.65472196;429.13;0;24,072;5;98
;;55.70329032;37.65472196;429.13;0;24,053;5;98
;;55.70329032;37.65472196;429.13;0;24,084;5;98
;;55.70329032;37.65472196;429.13;0;24,091;5;98
;;55.70329032;37.65472196;429.13;0;24,005;4;98
;;55.70329032;37.65472196;429.13;0;24,02;4;98
;;55.70329032;37.65472196;429.13;0;24,079;4;98
;;55.70329032;37.65472196;429.13;0;24,022;3;98
;;55.70329032;37.65472196;429.13;0;24,063;3;98
;;55.70329032;37.65472196;429.13;0;24,032;3;98
;;55.70329032;37.65472196;429.13;0;24,061;3;98
;;55.70329032;37.65472196;429.13;0;24,092;2;98
;;55.70329032;37.65472196;429.13;0;24,004;2;98
;;55.70329032;37.65472196;429.13;0;24,015;2;98
;;55.70329032;37.65472196;429.13;0;24,014;1;98
;;55.70329032;37.65472196;429.13;0;24,018;1;98
;;55.70329032;37.65472196;429.13;0;24,055;1;98
;;55.70329032;37.65472196;429.13;0;24,02;0;98
;;55.70329032;37.65472196;429.13;0;24,099;0;98
;;55.70329032;37.65472196;429.13;0;24,094;0;98
;;55.70329032;37.65472196;429.13;0;24,051;0;98
;;55.70329032;37.65472196;429.13;0;24,094;-1;98
;;55.70329032;37.65472196;429.13;0;24,071;-1;98
;;55.70329032;37.65472196;429.13;0;24,044;-1;98
;;55.70329032;37.65472196;429.13;0;24,051;-2;98
;;55.70329032;37.65472196;429.13;0;24,086;-2;98
;;55.70329032;37.65472196;429.13;0;24,029;-2;98
;;55.70329032;37.65472196;429.13;0;24,028;-2;98
;;55.70329032;37.65472196;429.13;0;24,08;-3;98
;;55.70329032;37.65472196;429.13;0;24,062;-3;98
;;55.70329032;37.65472196;429.13;0;24,05;-3;98
;;55.70329032;37.65472196;429.13;0;24,033;-4;98
;;55.70329032;37.65472196;429.13;0;24,048;-4;98
;;55.70329032;37.65472196;429.13;0;24,039;-4;98
;;55.70329032;37.65472196;429.13;0;24,08;-5;98
;;55.70329032;37.65472196;429.13;0;24,08;-5;98
;;55.70329032;37.65472196;429.13;0;24,009;-5;98
;;55.70329032;37.65472196;429.13;0;24,05;-5;98
;;55.70329032;37.65472196;429.13;0;24,042;-6;98
;;55.70329032;37.65472196;429.13;0;24,076;-6;98
;;55.70329032;37.65472196;429.13;0;24,099;-6;98
;;55.70329032;37.65472196;429.13;0;24,095;-7;98
;;55.70329032;37.65472196;429.13;0;24,08;-7;98
;;55.70329032;37.65472196;429.13;0;24,077;-7;98
;;55.70329032;37.65472196;429.13;0;24,084;-7;98
;;55.70329032;37.65472196;429.13;0;24,027;-8;98
;;55.70329032;37.65472196;429.13;0;24,033;-8;98
;;55.70329032;37.65472196;429.13;0;24,073;-8;98
;;55.70329032;37.65472196;429.13;0;24,02;-9;98
;;55.70329032;37.65472196;429.13;0;24,081;-9;98
;;55.70329032;37.65472196;429.13;0;24,018;-9;98
;;55.70329032;37.65472196;429.13;0;24,036;-9;98
;;55.70329032;37.65472196;429.13;0;24,021;-10;98
;;55.70329032;37.65472196;429.13;0;24,047;-10;98
;;55.70329032;37.65472196;429.13;0;24,087;-10;98
;;55.70329032;37.65472196;429.13;0;24,058;-11;98
;;55.70329032;37.65472196;429.13;0;24,095;-11;98
;;55.70329032;37.65472196;429.13;0;24,037;-11;98
;;55.70329032;37.65472196;429.13;0;24,037;-12;98
;;55.70329032;37.65472196;429.13;0;24,032;-12;98
;;55.70329032;37.65472196;429.13;0;24,037;-12;98
;;55.70329032;37.65472196;429.13;0;24,099;-12;98
;;55.70329032;37.65472196;429.13;0;24,089;-13;98
;;55.70329032;37.65472196;429.13;0;24,061;-13;98
;;55.70329032;37.65472196;429.13;0;24,074;-13;98
;;55.70329032;37.65472196;429.13;0;24,054;-14;98
;;55.70329032;37.65472196;429.13;0;24,079;-14;98
;;55.70329032;37.65472196;429.13;0;24,08;-14;98
;;55.70329032;37.65472196;429.13;0;24,022;-14;98
;;55.70329032;37.65472196;429.13;0;24,078;-15;98
;;55.70329032;37.65472196;429.13;0;24,021;-15;98
;;55.70329032;37.65472196;429.13;0;24,069;-15;98
;;55.70329032;37.65472196;429.13;0;24,048;-16;98
;;55.70329032;37.65472196;429.13;0;24,022;-16;98
;;55.70329032;37.65472196;429.13;0;24,048;-16;98
;;55.70329032;37.65472196;429.13;0;24,09;-17;98
;;55.70329032;37.65472196;429.13;0;24,093;-17;98
;;55.70329032;37.65472196;429.13;0;24,015;-17;98
;;55.70329032;37.65472196;429.13;0;24,048;-17;98
;;55.70329032;37.65472196;429.13;0;24,073;-18;98
;;55.70329032;37.65472196;429.13;0;24,014;-18;98
;;55.70329032;37.65472196;429.13;0;24,099;22;98
;;55.70327319;37.65462407;417.98;14;24,026;22;98
;;55.70325948;37.65456603;413.71;9;24,09;22;98
;;55.70325685;37.65453464;416.67;8;24,039;22;98
;;55.70325999;37.65448622;414.70;12;24,093;22;98
;;55.70326256;37.65443458;413.39;15;24,075;22;98
